Ranking,City,Country,Region,NumberOfReportsMade,ReportsScore,MostRecentYearReported,MostRecentReportingScore,UsesGcpProtocolScore,NumberOfGhgReported,GhgScore,Transparency,TotalEmissions,TotalEmissionScore,PerCapitaEmissions,PerCapitaEmissionsScore,Population,Trajectory,TrajectoryScore,Emissions,Overall
755,La Marsa,Tunisia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,98500,Not able to calculate,,60,37.5
755,La Spezia,Italy,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,93870,Not able to calculate,,60,37.5
755,LaGrange,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,931,Not able to calculate,,60,37.5
755,Lake Worth,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,36000,Not able to calculate,,60,37.5
755,Leticia,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,42280,Not able to calculate,,60,37.5
755,Lilongwe,Malawi,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,989318,Not able to calculate,,60,37.5
755,Limeira,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,276022,Not able to calculate,,60,37.5
755,Lince,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,55000,Not able to calculate,,60,37.5
755,Linköping,Sweden,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Little Rock,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,198600,Not able to calculate,,60,37.5
755,Lorena,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,88706,Not able to calculate,,60,37.5
755,Lucca,Italy,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,90107,Not able to calculate,,60,37.5
755,Lusaka,Zambia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,3360183,Not able to calculate,,60,37.5
755,Maceió,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1021127,Not able to calculate,,60,37.5
755,Mafra,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,81961,Not able to calculate,,60,37.5
755,Malolos,Philippines,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,252074,Not able to calculate,,60,37.5
755,Manaus,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2057711,Not able to calculate,,60,37.5
755,Maringá,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,417010,Not able to calculate,,60,37.5
755,Markaryds Kommun,Sweden,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,10260,Not able to calculate,,60,37.5
755,Massa Marittima,Italy,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,8303,Not able to calculate,,60,37.5
755,Mazabuka,Zambia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,182205,Not able to calculate,,60,37.5
755,Medan City Government,Indonesia,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2247425,Not able to calculate,,60,37.5
755,Mezitli,Turkey,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,204240,Not able to calculate,,60,37.5
755,Michuhol-gu Municipal Government of Incheon,Republic of Korea,East Asia,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,425436,Not able to calculate,,60,37.5
755,Mirandela,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,11852,Not able to calculate,,60,37.5
755,Mogale City Local Municipality,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,383864,Not able to calculate,,60,37.5
755,Monrovia,Liberia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1197684,Not able to calculate,,60,37.5
755,Montalegre,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,9280,Not able to calculate,,60,37.5
755,Morelia,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,784776,Not able to calculate,,60,37.5
755,Morungaba,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,13622,Not able to calculate,,60,37.5
755,Mosquera,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,86954,Not able to calculate,,60,37.5
755,Mülheim a.d.R,Germany,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,172593,Not able to calculate,,60,37.5
755,Municipal Council of Penang,Malaysia,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,748000,Not able to calculate,,60,37.5
755,Municipalidad  de Valparaìso,Chile,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,296655,Not able to calculate,,60,37.5
755,Municipalidad Cerro Navia,Chile,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,132622,Not able to calculate,,60,37.5
755,Municipalidad de Bellavista,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,74,Not able to calculate,,60,37.5
755,Municipalidad de Independencia (Peru),Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,212111,Not able to calculate,,60,37.5
755,Municipalidad de Talca,Chile,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,220357,Not able to calculate,,60,37.5
755,Municipalidad de Tarapoto,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1863,Not able to calculate,,60,37.5
755,Municipalidad de Temuco,Chile,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,282415,Not able to calculate,,60,37.5
755,Municipalidad Distrital de Chimbote,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,338,Not able to calculate,,60,37.5
755,Municipalidad Distrital de La Molina,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,140679,Not able to calculate,,60,37.5
755,Municipalidad Provincial de Chiclayo,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,630387,Not able to calculate,,60,37.5
755,Municipalidad San Pedro Carchá,Guatemala,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,272300,Not able to calculate,,60,37.5
755,Municipality of ChişinÄƒu,Republic of Moldova,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2550000,Not able to calculate,,60,37.5
755,Municipality of Tahuamanu,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2500,Not able to calculate,,60,37.5
755,Municipality of Villanueva,Guatemala,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1200000,Not able to calculate,,60,37.5
755,Municipio de Cajamarca,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,17309,Not able to calculate,,60,37.5
755,Municìpio de Itacoatiara,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,86839,Not able to calculate,,60,37.5
755,Municìpio de Lagos,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,30374,Not able to calculate,,60,37.5
755,Municipio de Maneiro,Venezuela (Bolivarian Republic of),Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Municìpio de Odemira,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,26066,Not able to calculate,,60,37.5
755,Municipio de Santa Catarina Pinula,Guatemala,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,97000,Not able to calculate,,60,37.5
755,Nakuru,Kenya,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2038945,Not able to calculate,,60,37.5
755,Natal,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,803739,Not able to calculate,,60,37.5
755,Natchez,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,15500,Not able to calculate,,60,37.5
755,Naucalpan de Juárez,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,916796,Not able to calculate,,60,37.5
755,New Plymouth District,New Zealand,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,83400,Not able to calculate,,60,37.5
755,Ocú,Panama,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,15539,Not able to calculate,,60,37.5
755,Odder,Denmark,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,22624,Not able to calculate,,60,37.5
755,Olìmpia,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,51092,Not able to calculate,,60,37.5
755,Osasco,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,676,Not able to calculate,,60,37.5
755,Ovar,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,55398,Not able to calculate,,60,37.5
755,PaneveÅ¾ys,Lithuania,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,92949,Not able to calculate,,60,37.5
755,Paraìso,Costa Rica,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,58030,Not able to calculate,,60,37.5
755,Pärnu,Estonia,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,51504,Not able to calculate,,60,37.5
755,Pemba,Mozambique,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,221316,Not able to calculate,,60,37.5
755,Perth and Kinross,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,151000,Not able to calculate,,60,37.5
755,Petrolina,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,293962,Not able to calculate,,60,37.5
755,Pietermaritzburg,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,618536,Not able to calculate,,60,37.5
755,Pirenópolis,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,24749,Not able to calculate,,60,37.5
755,Piura,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,815,Not able to calculate,,60,37.5
755,Podgorica,Montenegro,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,185937,Not able to calculate,,60,37.5
755,Port Allen,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,5320,Not able to calculate,,60,37.5
755,Portalegre,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,15374,Not able to calculate,,60,37.5
755,Porto Feliz,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,48893,Not able to calculate,,60,37.5
755,Prefeitura de Alexânia,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,20033,Not able to calculate,,60,37.5
755,Prefeitura de Anapolis,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,386923,Not able to calculate,,60,37.5
755,Prefeitura de Assis,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,103000,Not able to calculate,,60,37.5
755,Prefeitura de Boa Ventura,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,5751,Not able to calculate,,60,37.5
755,Prefeitura de Brasiléia,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,25848,Not able to calculate,,60,37.5
755,Prefeitura de Cáceres,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,87942,Not able to calculate,,60,37.5
755,Prefeitura de Carnaúba dos Dantas,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,7429,Not able to calculate,,60,37.5
755,Prefeitura de Conde (Paraìba),Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,24610,Not able to calculate,,60,37.5
755,Prefeitura de Cordeirópolis,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,25000,Not able to calculate,,60,37.5
755,Prefeitura de Dois Irmãos,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,30472,Not able to calculate,,60,37.5
755,Prefeitura de Epitaciolândia,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,18411,Not able to calculate,,60,37.5
755,Prefeitura de Fraiburgo,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,34553,Not able to calculate,,60,37.5
755,Prefeitura de Guanhães,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,34319,Not able to calculate,,60,37.5
755,Prefeitura de Igarassu,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,112463,Not able to calculate,,60,37.5
755,Prefeitura de ìguas da Prata,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,8137,Not able to calculate,,60,37.5
755,Prefeitura de Indiaroba,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,17957,Not able to calculate,,60,37.5
755,Prefeitura de Nova Friburgo,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,182082,Not able to calculate,,60,37.5
755,Prefeitura de Nova Santa Rita,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,29905,Not able to calculate,,60,37.5
755,Prefeitura de Pau Brasil,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,10852,Not able to calculate,,60,37.5
755,Prefeitura de Pedra Bela,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Prefeitura de PilÃµes,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,3838,Not able to calculate,,60,37.5
755,Prefeitura de Quissamã,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,20242,Not able to calculate,,60,37.5
755,Prefeitura de Santa Bárbara,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,31604,Not able to calculate,,60,37.5
755,Prefeitura de São Bento do Una,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,58000,Not able to calculate,,60,37.5
755,Prefeitura de São Carlos,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Prefeitura de São Cristóvão,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,78864,Not able to calculate,,60,37.5
755,Prefeitura de São Luis de Montes Belos,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,33817,Not able to calculate,,60,37.5
755,Prefeitura de Venâncio Aires,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,71554,Not able to calculate,,60,37.5
755,Presidente Prudente,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,226,Not able to calculate,,60,37.5
755,Puente Piedra,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Puerto Barrios,Guatemala,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,116000,Not able to calculate,,60,37.5
755,Quelimane,Mozambique,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,250000,Not able to calculate,,60,37.5
755,Rabat,Morocco,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Racine,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,78860,Not able to calculate,,60,37.5
755,Ramallah,State of Palestine,Middle East,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,66000,Not able to calculate,,60,37.5
755,Ramsey,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,26462,Not able to calculate,,60,37.5
755,Reggio Emilia,Italy,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Rimac,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,167286,Not able to calculate,,60,37.5
755,Rimini,Italy,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,150590,Not able to calculate,,60,37.5
755,Rio Verde,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,229651,Not able to calculate,,60,37.5
755,Rostock,Germany,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,209000,Not able to calculate,,60,37.5
755,San Isidro (Argentina),Argentina,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,293,Not able to calculate,,60,37.5
755,San Jose del Monte,Philippines,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,692223,Not able to calculate,,60,37.5
755,San Miguel de Allende,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,180000,Not able to calculate,,60,37.5
755,San Pedro de la Paz,Chile,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,131808,Not able to calculate,,60,37.5
755,San Pedro de Urabá,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,37255,Not able to calculate,,60,37.5
755,San Pedro Yepocapa,Guatemala,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,41045,Not able to calculate,,60,37.5
755,San Rafael de Heredia,Costa Rica,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,55269,Not able to calculate,,60,37.5
755,San Sebastián de Mariquita,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,38566,Not able to calculate,,60,37.5
755,Santa Ana (Costa Rica),Costa Rica,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,60453,Not able to calculate,,60,37.5
755,Santa Bárbara (Costa Rica),Costa Rica,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,42778,Not able to calculate,,60,37.5
755,Santiago de Surco,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,499210,Not able to calculate,,60,37.5
755,Santo André,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,676407,Not able to calculate,,60,37.5
755,Santos,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,434742,Not able to calculate,,60,37.5
755,São Bento do Sapucaì,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,11000,Not able to calculate,,60,37.5
755,São João da Boa Vista,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,90089,Not able to calculate,,60,37.5
755,São José do Rio Preto,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,456245,Not able to calculate,,60,37.5
755,São Leopoldo,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,236835,Not able to calculate,,60,37.5
755,São Luìs,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1091868000,Not able to calculate,,60,37.5
755,São Roque,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,88,Not able to calculate,,60,37.5
755,São Sebastião,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,73942,Not able to calculate,,60,37.5
755,São Vicente,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,333,Not able to calculate,,60,37.5
755,Saratoga Springs,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,28212,Not able to calculate,,60,37.5
755,Seferihisar,Turkey,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,44526,Not able to calculate,,60,37.5
755,Sekhukhune District Municipality,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1076840,Not able to calculate,,60,37.5
755,Sertãozinho,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,125815,Not able to calculate,,60,37.5
755,Sillamäe,Estonia,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,12900,Not able to calculate,,60,37.5
755,Sincelejo,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,275207,Not able to calculate,,60,37.5
755,Singra,Bangladesh,South and West Asia / Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,33192,Not able to calculate,,60,37.5
755,Slough Borough Council,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,149400,Not able to calculate,,60,37.5
755,Snoqualmie,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,13670,Not able to calculate,,60,37.5
755,Sopó,Colombia,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,27932,Not able to calculate,,60,37.5
755,South Barrington,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,4565,Not able to calculate,,60,37.5
755,St Davids,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1800,Not able to calculate,,60,37.5
755,Surfside,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,5811,Not able to calculate,,60,37.5
755,Tangará da Serra,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,83431,Not able to calculate,,60,37.5
755,Tanjungpinang,Indonesia,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,207057,Not able to calculate,,60,37.5
755,Tapalpa,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,19506,Not able to calculate,,60,37.5
755,Tarija,Bolivia (Plurinational State of),Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,261188,Not able to calculate,,60,37.5
755,Tatuì,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,116,Not able to calculate,,60,37.5
755,Taurage,Lithuania,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,38500,Not able to calculate,,60,37.5
755,Tbilisi,Georgia,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1171,Not able to calculate,,60,37.5
755,Thunder Bay,Canada,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,107909,Not able to calculate,,60,37.5
755,Tiruchirappalli,India,South and West Asia,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1045436,Not able to calculate,,60,37.5
755,Toledo,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,287208,Not able to calculate,,60,37.5
755,Tonalá,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,477117,Not able to calculate,,60,37.5
755,Torreón,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,639629,Not able to calculate,,60,37.5
755,Town of Guilford,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2121,Not able to calculate,,60,37.5
755,Tremembé,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,47185,Not able to calculate,,60,37.5
755,Trujillo,Peru,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,971116,Not able to calculate,,60,37.5
755,Tupã,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,63476,Not able to calculate,,60,37.5
755,Tuxcueca,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,6000,Not able to calculate,,60,37.5
755,Tuzla,Turkey,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,235000,Not able to calculate,,60,37.5
755,Ulaanbaatar City,Mongolia,East Asia,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1539810,Not able to calculate,,60,37.5
755,Umhlathuze,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,410465,Not able to calculate,,60,37.5
755,Uriangato,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1241,Not able to calculate,,60,37.5
755,Uruapan,Mexico,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,284264,Not able to calculate,,60,37.5
755,Vadodara,India,South and West Asia,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,2240522,Not able to calculate,,60,37.5
755,Vhembe,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,1441178,Not able to calculate,,60,37.5
755,Vicente López,Argentina,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,270929,Not able to calculate,,60,37.5
755,Vila Nova de Famalicão,Portugal,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,133834,Not able to calculate,,60,37.5
755,Ville de Kinshasa,Democratic Republic of the Congo,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,17071000,Not able to calculate,,60,37.5
755,Ville de Maroua,Cameroon,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,700000,Not able to calculate,,60,37.5
755,Visby,Sweden,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,24822,Not able to calculate,,60,37.5
755,Walvis Bay,Namibia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,100000,Not able to calculate,,60,37.5
755,West Coast District Municipality,South Africa,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,391766,Not able to calculate,,60,37.5
755,West Torrens,Australia,Southeast Asia and Oceania,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,60842,Not able to calculate,,60,37.5
755,Wilmington,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,119045,Not able to calculate,,60,37.5
755,Winchester,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,124100,Not able to calculate,,60,37.5
755,Windhoek,Namibia,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,322500,Not able to calculate,,60,37.5
755,Winston-Salem,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,246328,Not able to calculate,,60,37.5
755,Wisconsin Rapids,United States of America,North America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,18367,Not able to calculate,,60,37.5
755,Wrexham,United Kingdom of Great Britain and Northern Ireland,Europe,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,0,Not able to calculate,,60,37.5
755,Yaoundé 6,Cameroon,Africa,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,324734,Not able to calculate,,60,37.5
755,Araraquara,Brazil,Latin America,1,0,None reported,0,0,0,3,15,Not reported,3,Not reported,3,Not reported,Not able to calculate,,60,37.5
1080,Austin,United States of America,North America,1,0,2018,3,5,7,5,65,11998240,0,12.4430285,0,964254,Increased,,0,32.5
1080,Dallas,United States of America,North America,1,0,2015,3,5,7,5,65,19527127,0,14.51780272,0,1345047,Decreased,,0,32.5
